72,385,Test problem for class 385 on Sticker 72,131,114
73,560,Test problem for class 560 on Sticker 73,13,86
74,32,Test problem for class 32 on Sticker 74,71,19
75,724,Test problem for class 724 on Sticker 75,147,65
76,407,Test problem for class 407 on Sticker 76,24,57
77,133,Test problem for class 133 on Sticker 77,74,17
78,61,Test problem for class 61 on Sticker 78,147,109
79,299,Test problem for class 299 on Sticker 79,3,45
80,378,Test problem for class 378 on Sticker 80,25,18
81,313,Test problem for class 313 on Sticker 81,4,96
82,300,Test problem for class 300 on Sticker 82,65,111
83,533,Test problem for class 533 on Sticker 83,56,73
84,270,Test problem for class 270 on Sticker 84,146,138
85,113,Test problem for class 113 on Sticker 85,94,141
86,301,Test problem for class 301 on Sticker 86,18,134
87,570,Test problem for class 570 on Sticker 87,109,56
88,574,Test problem for class 574 on Sticker 88,29,149
89,832,Test problem for class 832 on Sticker 89,80,32
90,171,Test problem for class 171 on Sticker 90,39,143
91,785,Test problem for class 785 on Sticker 91,48,100
92,734,Test problem for class 734 on Sticker 92,84,6
93,585,Test problem for class 585 on Sticker 93,52,73
94,215,Test problem for class 215 on Sticker 94,76,58
95,915,Test problem for class 915 on Sticker 95,31,58
96,12,Test problem for class 12 on Sticker 96,29,75
97,902,Test problem for class 902 on Sticker 97,11,58
98,766,Test problem for class 766 on Sticker 98,56,41
99,140,Test problem for class 140 on Sticker 99,135,119
100,560,Test problem for class 560 on Sticker 100,115,32
101,490,Test problem for class 490 on Sticker 101,80,110
102,687,Test problem for class 687 on Sticker 102,37,38
103,467,Test problem for class 467 on Sticker 103,23,101
104,900,Test problem for class 900 on Sticker 104,1,106
105,268,Test problem for class 268 on Sticker 105,142,1
106,894,Test problem for class 894 on Sticker 106,81,76
107,893,Test problem for class 893 on Sticker 107,130,130
108,136,Test problem for class 136 on Sticker 108,126,88
109,48,Test problem for class 48 on Sticker 109,135,76
110,844,Test problem for class 844 on Sticker 110,80,63
111,65,Test problem for class 65 on Sticker 111,145,69
112,830,Test problem for class 830 on Sticker 112,110,90
113,819,Test problem for class 819 on Sticker 113,115,115
114,327,Test problem for class 327 on Sticker 114,134,57
115,784,Test problem for class 784 on Sticker 115,74,11
116,828,Test problem for class 828 on Sticker 116,25,29
117,745,Test problem for class 745 on Sticker 117,37,72
118,413,Test problem for class 413 on Sticker 118,103,24
119,745,Test problem for class 745 on Sticker 119,68,102
120,178,Test problem for class 178 on Sticker 120,17,36
121,663,Test problem for class 663 on Sticker 121,142,129
122,195,Test problem for class 195 on Sticker 122,87,96
123,744,Test problem for class 744 on Sticker 123,83,59
124,680,Test problem for class 680 on Sticker 124,111,135
125,322,Test problem for class 322 on Sticker 125,112,108
126,43,Test problem for class 43 on Sticker 126,34,28
127,918,Test problem for class 918 on Sticker 127,131,31
128,62,Test problem for class 62 on Sticker 128,48,121
129,368,Test problem for class 368 on Sticker 129,99,88
130,908,Test problem for class 908 on Sticker 130,52,120
131,808,Test problem for class 808 on Sticker 131,121,71
132,395,Test problem for class 395 on Sticker 132,29,69
133,779,Test problem for class 779 on Sticker 133,24,126
134,575,Test problem for class 575 on Sticker 134,41,60
135,407,Test problem for class 407 on Sticker 135,128,58
136,710,Test problem for class 710 on Sticker 136,82,97
137,507,Test problem for class 507 on Sticker 137,68,132
138,407,Test problem for class 407 on Sticker 138,85,17
139,454,Test problem for class 454 on Sticker 139,14,6
140,318,Test problem for class 318 on Sticker 140,7,118
141,40,Test problem for class 40 on Sticker 141,85,83
142,7,Test problem for class 7 on Sticker 142,55,67
143,891,Test problem for class 891 on Sticker 143,37,93
144,320,Test problem for class 320 on Sticker 144,75,74
145,663,Test problem for class 663 on Sticker 145,119,108
146,290,Test problem for class 290 on Sticker 146,79,42
147,567,Test problem for class 567 on Sticker 147,109,76
148,228,Test problem for class 228 on Sticker 148,112,113
149,316,Test problem for class 316 on Sticker 149,16,99
150,89,Test problem for class 89 on Sticker 150,52,30
151,277,Test problem for class 277 on Sticker 151,49,36
152,536,Test problem for class 536 on Sticker 152,100,137
153,885,Test problem for class 885 on Sticker 153,37,86
154,740,Test problem for class 740 on Sticker 154,79,117
155,10,Test problem for class 10 on Sticker 155,147,127
156,832,Test problem for class 832 on Sticker 156,90,109
157,708,Test problem for class 708 on Sticker 157,70,47
158,634,Test problem for class 634 on Sticker 158,121,71
159,102,Test problem for class 102 on Sticker 159,90,135
160,464,Test problem for class 464 on Sticker 160,26,146
161,912,Test problem for class 912 on Sticker 161,147,71
162,876,Test problem for class 876 on Sticker 162,109,67
163,301,Test problem for class 301 on Sticker 163,129,137
164,517,Test problem for class 517 on Sticker 164,3,88
165,86,Test problem for class 86 on Sticker 165,49,58
166,595,Test problem for class 595 on Sticker 166,83,105
167,825,Test problem for class 825 on Sticker 167,114,25
168,928,Test problem for class 928 on Sticker 168,23,129
169,534,Test problem for class 534 on Sticker 169,11,109
170,817,Test problem for class 817 on Sticker 170,86,74
171,604,Test problem for class 604 on Sticker 171,105,150
172,271,Test problem for class 271 on Sticker 172,72,136
173,355,Test problem for class 355 on Sticker 173,17,145
174,693,Test problem for class 693 on Sticker 174,28,13
175,852,Test problem for class 852 on Sticker 175,32,135
176,139,Test problem for class 139 on Sticker 176,3,140
177,627,Test problem for class 627 on Sticker 177,29,124
178,427,Test problem for class 427 on Sticker 178,46,80
179,740,Test problem for class 740 on Sticker 179,144,25
180,219,Test problem for class 219 on Sticker 180,94,4
181,277,Test problem for class 277 on Sticker 181,52,76
182,712,Test problem for class 712 on Sticker 182,80,48
183,480,Test problem for class 480 on Sticker 183,12,85
184,122,Test problem for class 122 on Sticker 184,133,25
185,211,Test problem for class 211 on Sticker 185,1,134
186,317,Test problem for class 317 on Sticker 186,51,44
187,251,Test problem for class 251 on Sticker 187,142,28
188,212,Test problem for class 212 on Sticker 188,29,107
189,74,Test problem for class 74 on Sticker 189,139,8
190,888,Test problem for class 888 on Sticker 190,142,30
191,593,Test problem for class 593 on Sticker 191,72,139
192,870,Test problem for class 870 on Sticker 192,120,106
193,179,Test problem for class 179 on Sticker 193,20,93
194,290,Test problem for class 290 on Sticker 194,44,55
195,115,Test problem for class 115 on Sticker 195,104,20
196,74,Test problem for class 74 on Sticker 196,118,99
197,555,Test problem for class 555 on Sticker 197,13,140
198,325,Test problem for class 325 on Sticker 198,118,133
199,367,Test problem for class 367 on Sticker 199,46,124
200,706,Test problem for class 706 on Sticker 200,120,42
201,733,Test problem for class 733 on Sticker 201,98,6
202,908,Test problem for class 908 on Sticker 202,20,115
203,26,Test problem for class 26 on Sticker 203,78,43
204,756,Test problem for class 756 on Sticker 204,105,35
205,564,Test problem for class 564 on Sticker 205,127,92
206,477,Test problem for class 477 on Sticker 206,55,10
207,745,Test problem for class 745 on Sticker 207,11,86
208,294,Test problem for class 294 on Sticker 208,85,38
209,667,Test problem for class 667 on Sticker 209,34,46
210,320,Test problem for class 320 on Sticker 210,111,115
211,606,Test problem for class 606 on Sticker 211,48,125
212,914,Test problem for class 914 on Sticker 212,101,77
213,790,Test problem for class 790 on Sticker 213,29,38
214,195,Test problem for class 195 on Sticker 214,124,96
215,250,Test problem for class 250 on Sticker 215,98,142
216,554,Test problem for class 554 on Sticker 216,33,60
217,464,Test problem for class 464 on Sticker 217,19,37
218,140,Test problem for class 140 on Sticker 218,118,75
219,67,Test problem for class 67 on Sticker 219,67,150
220,682,Test problem for class 682 on Sticker 220,105,57
221,698,Test problem for class 698 on Sticker 221,36,98
222,21,Test problem for class 21 on Sticker 222,97,33
223,80,Test problem for class 80 on Sticker 223,97,4
224,543,Test problem for class 543 on Sticker 224,58,97
225,260,Test problem for class 260 on Sticker 225,24,128
226,705,Test problem for class 705 on Sticker 226,112,30
227,830,Test problem for class 830 on Sticker 227,138,67
228,18,Test problem for class 18 on Sticker 228,144,6
229,773,Test problem for class 773 on Sticker 229,95,134
230,27,Test problem for class 27 on Sticker 230,6,86
231,618,Test problem for class 618 on Sticker 231,71,26
232,391,Test problem for class 391 on Sticker 232,77,125
233,664,Test problem for class 664 on Sticker 233,90,79
234,507,Test problem for class 507 on Sticker 234,135,122
235,360,Test problem for class 360 on Sticker 235,81,86
236,931,Test problem for class 931 on Sticker 236,123,145
237,188,Test problem for class 188 on Sticker 237,13,89
238,834,Test problem for class 834 on Sticker 238,56,64
239,17,Test problem for class 17 on Sticker 239,114,53
240,347,Test problem for class 347 on Sticker 240,81,113
241,89,Test problem for class 89 on Sticker 241,115,146
242,864,Test problem for class 864 on Sticker 242,67,42
243,115,Test problem for class 115 on Sticker 243,26,141
244,392,Test problem for class 392 on Sticker 244,58,5
245,398,Test problem for class 398 on Sticker 245,22,44
246,593,Test problem for class 593 on Sticker 246,131,80
247,811,Test problem for class 811 on Sticker 247,126,137
248,277,Test problem for class 277 on Sticker 248,133,104
249,116,Test problem for class 116 on Sticker 249,60,46
250,745,Test problem for class 745 on Sticker 250,16,19
251,99,Test problem for class 99 on Sticker 251,4,83
252,75,Test problem for class 75 on Sticker 252,54,135
253,410,Test problem for class 410 on Sticker 253,59,46
254,93,Test problem for class 93 on Sticker 254,103,63
255,447,Test problem for class 447 on Sticker 255,36,145
256,68,Test problem for class 68 on Sticker 256,104,32
257,479,Test problem for class 479 on Sticker 257,121,58
258,431,Test problem for class 431 on Sticker 258,59,45
259,811,Test problem for class 811 on Sticker 259,126,61
260,835,Test problem for class 835 on Sticker 260,27,37
261,217,Test problem for class 217 on Sticker 261,109,59
262,175,Test problem for class 175 on Sticker 262,127,70
263,350,Test problem for class 350 on Sticker 263,92,4
264,188,Test problem for class 188 on Sticker 264,86,41
265,723,Test problem for class 723 on Sticker 265,106,91
266,758,Test problem for class 758 on Sticker 266,69,118
267,920,Test problem for class 920 on Sticker 267,112,110
268,50,Test problem for class 50 on Sticker 268,94,58
269,862,Test problem for class 862 on Sticker 269,128,107
270,930,Test problem for class 930 on Sticker 270,118,36
271,758,Test problem for class 758 on Sticker 271,139,21
272,103,Test problem for class 103 on Sticker 272,40,53
273,619,Test problem for class 619 on Sticker 273,49,128
274,702,Test problem for class 702 on Sticker 274,41,106
275,35,Test problem for class 35 on Sticker 275,144,91
276,660,Test problem for class 660 on Sticker 276,111,120
277,921,Test problem for class 921 on Sticker 277,50,29
278,120,Test problem for class 120 on Sticker 278,127,118
279,559,Test problem for class 559 on Sticker 279,128,59
280,238,Test problem for class 238 on Sticker 280,103,88
281,360,Test problem for class 360 on Sticker 281,116,22
282,867,Test problem for class 867 on Sticker 282,135,39
283,632,Test problem for class 632 on Sticker 283,55,131
284,66,Test problem for class 66 on Sticker 284,8,116
285,77,Test problem for class 77 on Sticker 285,51,36
286,198,Test problem for class 198 on Sticker 286,107,98
287,553,Test problem for class 553 on Sticker 287,39,71
288,257,Test problem for class 257 on Sticker 288,83,104
289,751,Test problem for class 751 on Sticker 289,43,102
290,661,Test problem for class 661 on Sticker 290,47,5
291,87,Test problem for class 87 on Sticker 291,122,58
292,384,Test problem for class 384 on Sticker 292,145,54
293,28,Test problem for class 28 on Sticker 293,92,150
294,543,Test problem for class 543 on Sticker 294,113,98
295,658,Test problem for class 658 on Sticker 295,19,75
296,556,Test problem for class 556 on Sticker 296,108,70
297,848,Test problem for class 848 on Sticker 297,61,107
298,731,Test problem for class 731 on Sticker 298,84,136
299,591,Test problem for class 591 on Sticker 299,36,77
300,363,Test problem for class 363 on Sticker 300,150,75
301,890,Test problem for class 890 on Sticker 301,59,144
302,265,Test problem for class 265 on Sticker 302,90,37
303,446,Test problem for class 446 on Sticker 303,52,125
304,304,Test problem for class 304 on Sticker 304,116,10
305,174,Test problem for class 174 on Sticker 305,114,64
306,700,Test problem for class 700 on Sticker 306,113,36
307,717,Test problem for class 717 on Sticker 307,19,136
308,330,Test problem for class 330 on Sticker 308,132,101
309,198,Test problem for class 198 on Sticker 309,71,103
310,606,Test problem for class 606 on Sticker 310,8,1
311,219,Test problem for class 219 on Sticker 311,130,84
312,152,Test problem for class 152 on Sticker 312,72,10
313,797,Test problem for class 797 on Sticker 313,13,19
314,92,Test problem for class 92 on Sticker 314,12,60
315,638,Test problem for class 638 on Sticker 315,2,139
316,490,Test problem for class 490 on Sticker 316,87,98
317,845,Test problem for class 845 on Sticker 317,72,132
318,826,Test problem for class 826 on Sticker 318,137,48
319,252,Test problem for class 252 on Sticker 319,7,76
320,470,Test problem for class 470 on Sticker 320,114,98
321,831,Test problem for class 831 on Sticker 321,49,20
322,508,Test problem for class 508 on Sticker 322,128,11
323,590,Test problem for class 590 on Sticker 323,36,19
324,243,Test problem for class 243 on Sticker 324,29,20
325,678,Test problem for class 678 on Sticker 325,5,73
326,129,Test problem for class 129 on Sticker 326,139,43
327,706,Test problem for class 706 on Sticker 327,8,21
328,633,Test problem for class 633 on Sticker 328,140,53
329,256,Test problem for class 256 on Sticker 329,149,24
330,807,Test problem for class 807 on Sticker 330,108,113
331,85,Test problem for class 85 on Sticker 331,45,52
332,737,Test problem for class 737 on Sticker 332,113,41
333,153,Test problem for class 153 on Sticker 333,79,37
334,893,Test problem for class 893 on Sticker 334,45,25
335,89,Test problem for class 89 on Sticker 335,119,31
336,817,Test problem for class 817 on Sticker 336,140,142
337,648,Test problem for class 648 on Sticker 337,130,110
338,542,Test problem for class 542 on Sticker 338,117,36
339,711,Test problem for class 711 on Sticker 339,117,34
340,545,Test problem for class 545 on Sticker 340,69,49
341,533,Test problem for class 533 on Sticker 341,77,110
342,558,Test problem for class 558 on Sticker 342,117,131
343,847,Test problem for class 847 on Sticker 343,58,98
344,257,Test problem for class 257 on Sticker 344,72,91
345,24,Test problem for class 24 on Sticker 345,115,10
346,303,Test problem for class 303 on Sticker 346,130,21
347,365,Test problem for class 365 on Sticker 347,84,23
348,305,Test problem for class 305 on Sticker 348,26,57
349,149,Test problem for class 149 on Sticker 349,81,61
350,757,Test problem for class 757 on Sticker 350,86,149
351,708,Test problem for class 708 on Sticker 351,70,146
352,463,Test problem for class 463 on Sticker 352,89,58
353,45,Test problem for class 45 on Sticker 353,129,70
354,812,Test problem for class 812 on Sticker 354,66,84
355,732,Test problem for class 732 on Sticker 355,30,47
356,135,Test problem for class 135 on Sticker 356,137,85
357,413,Test problem for class 413 on Sticker 357,97,137
358,98,Test problem for class 98 on Sticker 358,97,133
359,731,Test problem for class 731 on Sticker 359,93,134
360,283,Test problem for class 283 on Sticker 360,27,74
361,212,Test problem for class 212 on Sticker 361,91,12
362,869,Test problem for class 869 on Sticker 362,114,31
363,411,Test problem for class 411 on Sticker 363,4,52
364,359,Test problem for class 359 on Sticker 364,131,18
365,508,Test problem for class 508 on Sticker 365,76,45
366,63,Test problem for class 63 on Sticker 366,112,112
367,503,Test problem for class 503 on Sticker 367,24,41
368,461,Test problem for class 461 on Sticker 368,132,131
369,206,Test problem for class 206 on Sticker 369,55,106
370,891,Test problem for class 891 on Sticker 370,93,74
371,419,Test problem for class 419 on Sticker 371,140,117
372,270,Test problem for class 270 on Sticker 372,91,62
373,61,Test problem for class 61 on Sticker 373,38,134
374,17,Test problem for class 17 on Sticker 374,103,45
375,722,Test problem for class 722 on Sticker 375,137,64
376,4,Test problem for class 4 on Sticker 376,53,114
377,511,Test problem for class 511 on Sticker 377,116,6
378,165,Test problem for class 165 on Sticker 378,56,145
379,130,Test problem for class 130 on Sticker 379,25,75
380,537,Test problem for class 537 on Sticker 380,111,23
381,544,Test problem for class 544 on Sticker 381,86,108
382,525,Test problem for class 525 on Sticker 382,101,84
383,182,Test problem for class 182 on Sticker 383,24,18
384,619,Test problem for class 619 on Sticker 384,59,124
385,469,Test problem for class 469 on Sticker 385,113,27
386,845,Test problem for class 845 on Sticker 386,60,123
387,825,Test problem for class 825 on Sticker 387,116,80
388,479,Test problem for class 479 on Sticker 388,46,138
389,559,Test problem for class 559 on Sticker 389,133,30
390,98,Test problem for class 98 on Sticker 390,35,150
391,816,Test problem for class 816 on Sticker 391,79,128
392,500,Test problem for class 500 on Sticker 392,13,131
393,824,Test problem for class 824 on Sticker 393,114,85
394,755,Test problem for class 755 on Sticker 394,53,103
395,704,Test problem for class 704 on Sticker 395,25,137
396,1,Test problem for class 1 on Sticker 396,134,130
397,533,Test problem for class 533 on Sticker 397,137,56
398,137,Test problem for class 137 on Sticker 398,72,11
399,933,Test problem for class 933 on Sticker 399,106,59
400,384,Test problem for class 384 on Sticker 400,108,13
401,879,Test problem for class 879 on Sticker 401,43,11
402,846,Test problem for class 846 on Sticker 402,68,108
403,846,Test problem for class 846 on Sticker 403,112,111
404,813,Test problem for class 813 on Sticker 404,49,47
405,621,Test problem for class 621 on Sticker 405,43,106
406,201,Test problem for class 201 on Sticker 406,100,9
407,849,Test problem for class 849 on Sticker 407,50,54
408,15,Test problem for class 15 on Sticker 408,111,131
409,760,Test problem for class 760 on Sticker 409,106,106
410,424,Test problem for class 424 on Sticker 410,116,6
411,209,Test problem for class 209 on Sticker 411,90,66
412,816,Test problem for class 816 on Sticker 412,46,94
413,568,Test problem for class 568 on Sticker 413,109,120
414,407,Test problem for class 407 on Sticker 414,32,71
415,576,Test problem for class 576 on Sticker 415,15,94
416,276,Test problem for class 276 on Sticker 416,22,26
417,904,Test problem for class 904 on Sticker 417,93,103
418,766,Test problem for class 766 on Sticker 418,61,137
419,680,Test problem for class 680 on Sticker 419,82,92
420,348,Test problem for class 348 on Sticker 420,145,16
421,510,Test problem for class 510 on Sticker 421,52,23
422,478,Test problem for class 478 on Sticker 422,15,121
423,777,Test problem for class 777 on Sticker 423,110,95
424,376,Test problem for class 376 on Sticker 424,91,88
425,695,Test problem for class 695 on Sticker 425,117,123
426,768,Test problem for class 768 on Sticker 426,127,125
427,337,Test problem for class 337 on Sticker 427,83,44
428,477,Test problem for class 477 on Sticker 428,129,92
429,296,Test problem for class 296 on Sticker 429,63,80
430,352,Test problem for class 352 on Sticker 430,36,82
431,782,Test problem for class 782 on Sticker 431,43,144
432,664,Test problem for class 664 on Sticker 432,16,87
433,748,Test problem for class 748 on Sticker 433,22,15
434,931,Test problem for class 931 on Sticker 434,102,14
435,401,Test problem for class 401 on Sticker 435,122,19
436,651,Test problem for class 651 on Sticker 436,123,5
437,433,Test problem for class 433 on Sticker 437,100,121
438,20,Test problem for class 20 on Sticker 438,140,123
439,81,Test problem for class 81 on Sticker 439,33,66
440,230,Test problem for class 230 on Sticker 440,93,56
441,903,Test problem for class 903 on Sticker 441,10,114
442,800,Test problem for class 800 on Sticker 442,128,109
443,134,Test problem for class 134 on Sticker 443,73,49
444,847,Test problem for class 847 on Sticker 444,119,90
445,451,Test problem for class 451 on Sticker 445,16,40
446,791,Test problem for class 791 on Sticker 446,36,38
447,771,Test problem for class 771 on Sticker 447,55,36
448,797,Test problem for class 797 on Sticker 448,32,78
449,488,Test problem for class 488 on Sticker 449,111,64
450,598,Test problem for class 598 on Sticker 450,63,75
451,484,Test problem for class 484 on Sticker 451,101,22
452,829,Test problem for class 829 on Sticker 452,87,141
453,700,Test problem for class 700 on Sticker 453,131,1
454,578,Test problem for class 578 on Sticker 454,28,99
455,354,Test problem for class 354 on Sticker 455,69,137
456,746,Test problem for class 746 on Sticker 456,32,29
457,201,Test problem for class 201 on Sticker 457,140,28
458,119,Test problem for class 119 on Sticker 458,75,8
459,587,Test problem for class 587 on Sticker 459,61,109
460,871,Test problem for class 871 on Sticker 460,48,2
461,517,Test problem for class 517 on Sticker 461,41,98
462,598,Test problem for class 598 on Sticker 462,16,54
463,163,Test problem for class 163 on Sticker 463,86,116
464,859,Test problem for class 859 on Sticker 464,119,123
465,378,Test problem for class 378 on Sticker 465,99,32
466,94,Test problem for class 94 on Sticker 466,6,59
467,205,Test problem for class 205 on Sticker 467,48,41
468,86,Test problem for class 86 on Sticker 468,111,57
469,210,Test problem for class 210 on Sticker 469,23,37
470,701,Test problem for class 701 on Sticker 470,14,43
471,253,Test problem for class 253 on Sticker 471,66,59
472,346,Test problem for class 346 on Sticker 472,85,11
473,838,Test problem for class 838 on Sticker 473,53,126
474,134,Test problem for class 134 on Sticker 474,67,104
475,889,Test problem for class 889 on Sticker 475,38,118
476,802,Test problem for class 802 on Sticker 476,14,137
477,136,Test problem for class 136 on Sticker 477,140,143
478,338,Test problem for class 338 on Sticker 478,90,89
479,853,Test problem for class 853 on Sticker 479,70,109
480,818,Test problem for class 818 on Sticker 480,75,70
481,187,Test problem for class 187 on Sticker 481,110,106
482,792,Test problem for class 792 on Sticker 482,30,8
483,282,Test problem for class 282 on Sticker 483,113,128
484,910,Test problem for class 910 on Sticker 484,70,46
485,641,Test problem for class 641 on Sticker 485,125,15
486,45,Test problem for class 45 on Sticker 486,48,109
487,651,Test problem for class 651 on Sticker 487,105,125
488,800,Test problem for class 800 on Sticker 488,88,49
489,105,Test problem for class 105 on Sticker 489,88,13
490,218,Test problem for class 218 on Sticker 490,49,2
491,351,Test problem for class 351 on Sticker 491,136,57
492,667,Test problem for class 667 on Sticker 492,134,83
493,509,Test problem for class 509 on Sticker 493,130,124
494,63,Test problem for class 63 on Sticker 494,61,15
495,675,Test problem for class 675 on Sticker 495,145,70
496,796,Test problem for class 796 on Sticker 496,58,109
497,349,Test problem for class 349 on Sticker 497,92,46
498,644,Test problem for class 644 on Sticker 498,18,150
499,858,Test problem for class 858 on Sticker 499,102,45
500,787,Test problem for class 787 on Sticker 500,78,11
501,333,Test problem for class 333 on Sticker 501,111,107
502,925,Test problem for class 925 on Sticker 502,98,19
503,781,Test problem for class 781 on Sticker 503,85,126
504,226,Test problem for class 226 on Sticker 504,54,64
505,537,Test problem for class 537 on Sticker 505,148,22
506,625,Test problem for class 625 on Sticker 506,35,14
507,122,Test problem for class 122 on Sticker 507,2,147
508,809,Test problem for class 809 on Sticker 508,125,76
509,687,Test problem for class 687 on Sticker 509,89,53
510,835,Test problem for class 835 on Sticker 510,133,102
511,63,Test problem for class 63 on Sticker 511,127,90
512,298,Test problem for class 298 on Sticker 512,128,63
513,687,Test problem for class 687 on Sticker 513,69,147
514,932,Test problem for class 932 on Sticker 514,103,144
515,812,Test problem for class 812 on Sticker 515,48,50
516,147,Test problem for class 147 on Sticker 516,138,137
517,272,Test problem for class 272 on Sticker 517,145,63
518,249,Test problem for class 249 on Sticker 518,110,70
519,174,Test problem for class 174 on Sticker 519,55,41
520,186,Test problem for class 186 on Sticker 520,92,64
521,573,Test problem for class 573 on Sticker 521,59,114
522,227,Test problem for class 227 on Sticker 522,137,111
523,760,Test problem for class 760 on Sticker 523,67,18
524,1,Test problem for class 1 on Sticker 524,102,105
525,927,Test problem for class 927 on Sticker 525,107,106
526,103,Test problem for class 103 on Sticker 526,24,140
527,394,Test problem for class 394 on Sticker 527,18,133
528,661,Test problem for class 661 on Sticker 528,112,18
529,281,Test problem for class 281 on Sticker 529,64,63
530,377,Test problem for class 377 on Sticker 530,109,99
531,468,Test problem for class 468 on Sticker 531,112,44
532,670,Test problem for class 670 on Sticker 532,76,76
533,743,Test problem for class 743 on Sticker 533,112,109
534,571,Test problem for class 571 on Sticker 534,55,12
535,651,Test problem for class 651 on Sticker 535,55,4
536,489,Test problem for class 489 on Sticker 536,60,145
537,391,Test problem for class 391 on Sticker 537,13,62
538,247,Test problem for class 247 on Sticker 538,55,11
539,597,Test problem for class 597 on Sticker 539,62,82
540,53,Test problem for class 53 on Sticker 540,85,83
541,59,Test problem for class 59 on Sticker 541,23,90
542,109,Test problem for class 109 on Sticker 542,7,149
543,548,Test problem for class 548 on Sticker 543,87,69
544,125,Test problem for class 125 on Sticker 544,54,63
545,628,Test problem for class 628 on Sticker 545,130,147
546,613,Test problem for class 613 on Sticker 546,51,24
547,499,Test problem for class 499 on Sticker 547,147,143
548,375,Test problem for class 375 on Sticker 548,19,126
549,311,Test problem for class 311 on Sticker 549,16,134
550,515,Test problem for class 515 on Sticker 550,65,34
551,918,Test problem for class 918 on Sticker 551,142,53
552,878,Test problem for class 878 on Sticker 552,22,91
553,820,Test problem for class 820 on Sticker 553,5,21
554,616,Test problem for class 616 on Sticker 554,34,120
555,283,Test problem for class 283 on Sticker 555,141,58
556,504,Test problem for class 504 on Sticker 556,66,54
557,519,Test problem for class 519 on Sticker 557,91,41
558,220,Test problem for class 220 on Sticker 558,96,104
559,404,Test problem for class 404 on Sticker 559,6,30
560,701,Test problem for class 701 on Sticker 560,127,17
